Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-04;Höckelmann C et al.;01.09.2026;01.09.2026;BMJ Open;2026;Spezialisierte Pflegeangebote für Krebskranke mit Sprachbarrieren: Wirksamkeit komplexer Interventionen;Evaluation einer pflegerischen Komplexintervention mit spezialisierter Anleitung, Telefondolmetscherdienst und mehrsprachigen Materialien für Krebspatienten mit Migrationshintergrund.;Geplante kontrollierte Vorher-Nachher-Studie mit 126 Teilnehmern (84 Intervention, 42 Kontrolle) und primärem Outcome psychosoziale Unterstützungsbedürftigkeit. Sekundäre Outcomes: Wissensstand, Lebensqualität, Angst und Zufriedenheit gemessen mit validierten Instrumenten (Psychosocial Risk Questionnaire). Studie zielt auf signifikante Unterschiede bei einseitigem Signifikanzniveau 5%.;Deutschland: Vergleichbares Migrationsaufkommen und Dokumentationssystem in Universitätskliniken.;42680490;https://pubmed.ncbi.nlm.nih.gov/42680490/
2026-09-04;Mollet MC et al.;Sept. 2026;30.08.2026;Nurs Open;2026;Psychisches Kapital und Stressbelastung bei Pflegenden: Erholung als Schutzfaktor;Querschnittsbefragung von 184 französischen Pflegenden zur Assoziation zwischen psychischem Kapital, Erholungsbedarf, Erfahrungen und wahrgenommener Stressbelastung mit Mediationsmodellen.;Psychisches Kapital assoziiert mit niedrigerem Erholungsbedarf (negativ), dieser stark assoziiert mit höherer Stressbelastung (positiv). Indirekter Effekt des psychischen Kapitals auf Stress über Erholungsbedarf statistisch signifikant, während direkter Effekt fehlte. 38,4% des Gesamteffekts laufen durch Erholung.;Frankreich, deutschsprachiger Raum: Arbeitsschutzrelevant, zeigt Kombinationsansatz statt isolierter Massnahmen.;42669211;https://pubmed.ncbi.nlm.nih.gov/42669211/
2026-09-03;Ma J et al.;Sept. 2026;02.09.2026;Psychooncology;2026;Transitionsbereitschaft bei Jugendlichen mit Osteosarkom: Spiele-gestützte Pflegeleitung;"Cluster-nicht-randomisierte Kontrolstudie (Intervention: n=32; Kontrolle: n=27 Jugendliche) mit dem Nurse-Navigated Game-Based Intervention (N2-GBI)-Programm neben Standardversorgung vs. Standardversorgung allein.";Transitionsbereitschaft (SMART-RxT): T1 signifikant höher in Intervention (β = 8,83, p < 0,001), T2 (β = 7,97, p = 0,001). Krebssorge signifikant gesenkt (p = 0,009), Patientenaktivierung erhöht (p = 0,001), Transitionserwartung nicht signifikant (p = 0,056). Effekt: Kleine bis mittlere Effektstärken, klinisch bedeutsam.;China (Universitätskliniken), Transitionsversorgung unabhängig von Gesundheitssystem;42684068;https://pubmed.ncbi.nlm.nih.gov/42684068/
2026-09-03;Sanftenberg L et al.;01.09.2026;02.09.2026;BMC Public Health;2026;Influenza-Impfquoten Gesundheitspersonal: Barrieren und Enabler Deutschland–China;Zwei Querschnittsbefragungen 2024/2025 in Deutschland (n=8.351 aus 72 Kliniken) und China (n=689 aus 9 Kliniken) zu psychologischen und kontextuellen Determinanten der Impfbereitschaft bei Ärztinnen und Pflegenden.;"Impfquoten: 80,9% deutsche Ärztinnen vs. 28,8% chinesische; 48,7% deutsche Pflegende vs. 32,2% chinesische. Hauptdeterminanten: Vertrauen (DE: 3,9; CN: 4,4), Verantwortung (DE: 3,8; CN: 4,5). Deutsche Ablehnung auf individuelle Aspekte, Chinesinnen auf Organisationsfaktoren zurückgeführt. Effektive Interventionen: kostenlose Impfung, Bildung, Maßnahmen.";Deutschland, direkt anwendbare Abläufe und Personaltypen, CFIR-Framework;42681616;https://pubmed.ncbi.nlm.nih.gov/42681616/
2026-09-03;Klepacz N et al.;2026;01.09.2026;J Nurs Manag;2026;Wellbeing-Messung bei Pflegenden: Konsensualisierte Ergebnis-Kernmenge;"Eine Delphi-Studie mit zwei Befragungsrunden entwickelte einen Konsens über Outcomes zur Erfassung des Pflegenden-Wohlbefindens; 54 Experten (Runde 1) und 45 (beide Runden) bewerteten 43 voridentifizierte Outcomes.";13 Outcomes erfüllten das Konsenskriterium (≥ 75% Zustimmung): allgemeines Wohlbefinden, Gesundheit, Schlaf, positive Beziehungen, Sicherheit, psychologische Bedürfniserfüllung, psychologische Sicherheit, Arbeitszufriedenheit, Moral, Work-Life-Balance, Compassion Satisfaction, Patientenzufriedenheit, gute Pflegepraxis.;UK-NHS-Kontext, Konsensus international übertragbar, weitere Instrument-Evaluation notwendig;42675661;https://pubmed.ncbi.nlm.nih.gov/42675661/
2026-09-03;Rivera-Sequeiros A et al.;Sept. 2026;31.08.2026;Minerva Gastroenterol (Torino);2026;Pflegeleitung bei Morbus Crohn und Colitis ulcerosa: Selbstmanagement-Intervention mit 12-Monats-Effekt;Eine Single-Center-Studie untersuchte psychosoziale Effekte eines strukturierten, pflegegeleiten Selbstmanagement-Programmes bei 60 Patienten mit IBD in Remission über 12 Monate.;Health-Related Quality of Life (HRQoL) verbesserte sich signifikant über 12 Monate (β = 6,18, 95%-KI: 3,53–8,82, p < 0,001). Depressive Symptome sanken nachhaltig (p = 0,036), wahrgenommener Stress zeigte abnehmenden Trend. Familiäre Funktionsfähigkeit moderierte Effekte auf Stress, Depression und Angst. Ergebnis war klinisch bedeutsam und nachhaltig.;Spanien, vergleichbares ambulantes Versorgungssystem, IBD-spezifische Outcomes;42670814;https://pubmed.ncbi.nlm.nih.gov/42670814/
2026-09-03;Berardinelli D et al.;Sept. 2026;30.08.2026;Nurs Open;2026;Strukturierte PROM-Visite: Symptombelas­tung und Lebensqualität bei Myeloproliferation;"Observative Querschnittsstudie mit 102 Patienten, die eine strukturierte, PROMs-gestützte Pflegefachvisite erhielten; Erfassung von Symptomen, psychologischem Distress und Lebensqualität.";85% symptomal (Fatigue 72%), 42% Angst, 44% Depressivität. Globale Gesundheit mittel (70,7 ± 21,3). Alle moderaten bis schweren Symptome (Fatigue, Inaktivität, Schmerz, Juckreiz, Bauchbeschwerden) stark mit eingeschränkter Globalgesundheit assoziiert (p < 0,001). 43% Patienten benötigen Unterstützung für aktives Krankheitsmanagement. Besuchszufriedenheit sehr hoch (9,3 ± 1,3/10).;Italien (Universitätsklinik), patientenberichtete Outcomes sind Pflegeverantwortung;42669201;https://pubmed.ncbi.nlm.nih.gov/42669201/
2026-09-03;Bubeck M et al.;28.07.2026;15.08.2026;Arch Gerontol Geriatr;2026;Sozial-assistive Roboter in der Altenflege: Erfahrungen und Dilemmata von Pflegenden;Qualitative Studie mit 12 semi-strukturierten Interviews von 14 Pflegekräften in deutschen Altenheimen zu praktischen und ethischen Erfahrungen mit Roboter-Implementierung.;Implementierung als vierphasiger dynamischer Prozess: (1) Orientierung, (2) Adopter & Einführung, (3) Routineerhalt, (4) Neubewertung. Pflegende balancierten technologische Möglichkeiten, Organisationserwartungen und Bewohnerbedarf. Zentrale Befunde: Professionelles Urteil unterstützen, Kontextsensitivität fördern, phasengerechte Unterstützung nötig.;Deutschland, qualitative Erarbeitung lokaler Implementierungsbarrieren und -chancen;42603460;https://pubmed.ncbi.nlm.nih.gov/42603460/
2026-09-02;Teng L et al.;28.08.2026;01.09.2026;Medicine (Baltimore);2026; Akzeptanz- und Commitment-Therapie für pflegende Angehörige: was verbessert sich an ihrer Belastung?; Randomisierte kontrollierte Studie mit 106 pflegenden Angehörigen von Stoma-Patienten in China, Vergleich: ACT (12 Wochen, n=53) versus Standardpflege (n=53).; Psychologische Resilienz (Connor-Davidson): 24,94±7,69 vs 20,89±6,66, p<0,05. Psychologische Flexibilität (AAQ-II): 19,57±7,78 vs 24,04±8,39, p<0,05. Caregiving-Fähigkeit (FCTI): 7,75±3,69 vs 12,57±6,76, p<0,05. Benefit Finding: 86,58±7,47 vs 78,75±8,12, p<0,05. ACT führte zu klinisch relevanten Verbesserungen in Resilienz, Flexibilität, Caregiving und Benefit-Finding.;China, aber Mechanismus der Belastungsreduktion übertragbar, ACT international etabliert.;42675746;https://pubmed.ncbi.nlm.nih.gov/42675746/
2026-09-02;Mieda K et al.;Sept. 2026;01.09.2026;Int J Older People Nurs;2026; Pflegefachkräfte im Case Management ambulanter älterer Menschen: was bewirkt es wirklich?; Systematischer Review und Metaanalyse von 15 RCTs mit 7995 älteren Menschen zu Case-Management-Interventionen durch Pflegefachkräfte versus Standardversorgung.; Institutionalisierung, Krankenhausaufnahmen und Sterblichkeit: very low certainty, keine relevanten Unterschiede. Lebensqualität (physisch): SMD 0,08 (95%-KI 0,00–0,15), moderate Gewissheit, nur geringe Verbesserung. Psychische Lebensqualität: wahrscheinlich leichte Verbesserung, Konfidenzintervall berührt Null. Physische Funktion: kein Unterschied.;Überwiegend westliche Länder mit ähnlichen Versorgungsstrukturen, eingeschränkte Übertragbarkeit auf deutsches Langzeitpflegesystem.;42675567;https://pubmed.ncbi.nlm.nih.gov/42675567/
2026-09-02;Pujia C et al.;Sept. 2026;31.08.2026;Nurs Crit Care;2026; Insulin infusionsprotokolle in italienischen Intensivstationen: Variabilität pflegerischer Praxis;Nationale Querschnittsbefragung von 128 Intensivpflegekräften zu Protokollen für kontinuierliche intravenöse Insulininfusion, deren Variabilität und Einhaltung.;93,0 % (n=119) berichteten standardisierte Protokolle, aber erhebliche Variabilität in Initialisierungsschwellen (50,0 % bei 180 mg/dL), Messmethoden und Überwachungsfrequenz. Mediane Überwachungsintervalle vor Stabilisierung: 120 min (IQR 60–240), überschreitet empfohlenene Häufigkeit. Variabilität besonders bei Initialisierungsschwellen und Messmethoden vor Stabilisierung.;Italien, ähnliches Gesundheitssystem, aber Dokumentation variabel.;42670715;https://pubmed.ncbi.nlm.nih.gov/42670715/
2026-09-02;Hildingsson I et al.;11.08.2026;18.08.2026;Midwifery;2026; Kontinuitätsmodelle in Hebammenhilfe: bessere Betreuung bei Geburtsangst – was Frauen bewirkt und was sie verspricht; Prospektive Kohortenstudie mit 142 schwangeren Frauen mit Geburtsangst oder depressiven Symptomen in Schweden, vergleichend: Vollständige Kontinuität (Model A, n=50) versus Mischmodell mit Hebammen vor Ort und digitalen Kontakten (Model B, n=92).;" Hochzufriedenheit insgesamt; Frauen in Model A (Vollkontinuität) bewerteten Hebammnenunterstützung und Partnerbeteiligung signifikant höher. Defizite in beiden Gruppen beim Stillen und Postpartum-Information. Psychische Befindlichkeit, Übergangserleben und Geburtsvorbereitung: keine signifikanten Unterschiede zwischen Gruppen. Vollkontinuität mit stärkerer Unterstützung und Partnerbeteiligung assoziiert.";Schweden, universelles Gesundheitssystem, Hebammenkontinuität etabliert, europäisch übertragbar.;42612586;https://pubmed.ncbi.nlm.nih.gov/42612586/
2026-09-02;Gebre NT et al.;14.08.2026;14.08.2026;JMIR Mhealth Uhealth;2026; Mobile Health in Palliativpflege zu Hause: wie mHealth funktioniert – und was es braucht; Realist Review mit 126 eingeschlossenen Studien zu Kontextfaktoren und Mechanismen, die beeinflussen, wie mHealth-Interventionen in der Palliativpflege zu Hause Ergebnisse erzielen.;" Sechs zentrale Erfolgsfaktoren identifiziert: (1) Bedenken durch sachgerechte Orientierung von Patienten und Pflegekräften sowie klare Richtlinien mindern; (2) Infrastruktur- und Technologiebarrieren durch benutzerfreundliche Designs überwinden; (3) Interessengruppen einbeziehen, um mHealth an Gesundheitsbedarf, Nutzerpräferenzen und Organisationsbedarf abzustimmen; (4) interoperable Gesundheitsinformationssysteme; (5) Zugang zu Gesundheitsteams und regelmäßige Kommunikation; (6) Zugang zu Information, um Nutzenden Selbstkompetenz zu geben.";Global erfasst, prinzipien universell, aber nationale Unterschiede in Infrastruktur und Finanzierung relevant.;42600073;https://pubmed.ncbi.nlm.nih.gov/42600073/
2026-09-02;Nielsen LN et al.;05.08.2026;05.08.2026;Int Emerg Nurs;2026; Medikamentenbezo gene Pflege ausfälle und Pflegeerfahrung: was kurzzeitige Abteilungen gefährdet;Querschnittsstudie unter 319 Pflegekräften in 16 dänischen Kurzzeitstationen zu unterlassener Pflege bei Medikamentenverabreichung und deren Zusammenhang mit Berufserfahrung.;63–73 % berichteten häufig verpasste Medikamentengaben. Pflegekräfte mit ≤2 Jahren Erfahrung meldeten seltener verpasste planmäßige Medikamentenvergaben als erfahrenere Kräfte. Hauptgrund für unterlassene Pflege: unerwartete Steigerung von Patientenzahl und -akuität. Organisatorische Faktoren wie unzureichende Personalbesetzung waren primäre Beitragsfaktoren.;Dänemark, vergleichbares Pflegesystem, ähnliche Dokumentationsstandards.;42556128;https://pubmed.ncbi.nlm.nih.gov/42556128/
2026-09-01;Cesaro E et al.;2026;31.08.2026;J Nurs Manag;2026;Kündigungsgründe nach Generationen: Was Pflegefachkräfte zum Weggehen bewegt;Qualitative Studie mit 66 italienischen Pflegekräften, die gekündigt haben, zu Austrittsursachen nach Alter und Lebenslage.;"Junge Pflegekräfte (Gen Z) nannten Onboarding-Mängel und Karriere-Hürden; mittlere Jahrgänge (Gen Y) Arbeitsbelastung und fehlende Anerkennung; ältere (Gen X) physische Belastung und logistische Barrieren. Durchgehend genannte Faktoren: chronische Unterbesetzung, mangelnde Flexibilität, schwache Führungsunterstützung.";Italien, vergleichbare Klinikstruktur, Aussagen zu generationsspezifischen Bedürfnissen relevant für deutsches Fachkräftemanagement.;42671034;https://pubmed.ncbi.nlm.nih.gov/42671034/
2026-09-01;Zhan Y et al.;2026;31.08.2026;J Nurs Manag;2026;Burnout bei Hebammen vorhersagen: Ein Prognose-Nomogramm mit sechs Risikofaktoren;Querschnittstudie mit 209 chinesischen Hebammen zur Vorhersage von Compassion Fatigue anhand von Stressmodellen.;"91,86 % der Hebammen zeigten irgendein Maß an Compassion Fatigue; 63,6 % moderate bis schwere Ausprägung. Sechs unabhängige Prädiktoren: Alter, Schlafqualität, wahrgenommene Anerkennung, Häufigkeit traumatischer Ereignisse, positive/negative Bewältigungsstrategien. Nomogramm-AUC 0,82 (95%-KI 0,76–0,88).";China, aber Risikomodell universell, Screening-Tool für alle Geburtshilfe-Settings adaptierbar.;42670673;https://pubmed.ncbi.nlm.nih.gov/42670673/
2026-09-01;Odaibat R et al.;2026;31.08.2026;J Nurs Manag;2026;Arbeitszeit-Flexibilität und Pflegekraft-Verbleib: Evidenz aus Jordanien;Querschnittsstudie mit 155 Pflegekräften aus fünf jordanischen Krankenhäusern zur Frage, ob flexible Arbeitspläne Retention beeinflussen.;Scheduling-Flexibilität und Verbleib korrelierten stark positiv (r = 0,79, p < 0,01). Zu viele Nachtschichten, hohe Arbeitsbelastung und starre Zeitpläne waren signifikante negative Prädiktoren. Flexibilität als Managementstrategie erklärt Unterschiede in Kündigungsabsichten.;Mittlerer Osten, aber Zusammenhang zwischen Flexibilität und Verbleib in europäischen Sozialversicherungssystemen ähnlich relevant.;42670662;https://pubmed.ncbi.nlm.nih.gov/42670662/
2026-09-01;Yu Y et al.;26.08.2026;31.08.2026;PeerJ;2026;Palliativkompetenz bei Krebspflegekräften: Drei Leistungsprofile und ihre Determinanten;Latente Profilanalyse bei 241 chinesischen Krebspflegekräften zur Heterogenität in Palliativkompetenz-Dimensionen.;Drei Profile: 27 % niedrige, 45 % mittlere, 28 % hohe Kompetenz. Hochkompetente zeigten 1,8-fach höheres ethisches Urteilsvermögen, 2,4-fach bessere klinische Praktiken, 2,0-fach bessere psychische Anpassung (alle p < 0,001). Systematisches Palliativ-Training assoziiert mit hohem Profil (OR = 3,21, 95%-KI 1,30–7,94).;"China, aber Trainingseffekt universell; Befund zur Notwendigkeit strukturierter Palliativausbildung auf alle Systeme übertragbar.";42670410;https://pubmed.ncbi.nlm.nih.gov/42670410/
2026-09-01;Marrie RA et al.;Sept. 2026;31.08.2026;Int J Methods Psychiatr Res;2026;Psychische Erkrankung im Heim und Zuhause: Vergleich von Verwaltungs- und Assessmentdaten;Vergleichende Analyse von Verwaltungsdaten und RAI-Diagnosen bei 493.895 Heimklienten und 357.117 Pflegeheim-Bewohnern in drei kanadischen Provinzen.;"Depression am häufigsten (administrative Daten: 29–34 % Heim, 21–51 % Pflegeheim); Übereinstimmung zwischen Datenquellen moderat (Depression κ = 0,33–0,57). Jüngeres Alter, Demenz und mehr Arztbesuche waren mit Abweichungen assoziiert. Rabiates Problem: Unterschiedliche Prävalenzschätzungen je nach Datenquelle.";Kanada mit Vollversicherung, aber Messungenauigkeiten auch für Deutschland relevant bei Qualitätsberichterstattung und Indikatorenentwicklung.;42669965;https://pubmed.ncbi.nlm.nih.gov/42669965/
2026-09-01;Bellon F et al.;Aug. 2026;30.08.2026;Worldviews Evid Based Nurs;2026;Schlafqualität von Patienten im Krankenhaus: Was Nachtwachen an Versorgung bewirken;Multizentrisches Beobachtungsstudie in 12 spanischen Kliniken mit 383 Patienten zur Frage, wie nächtliche Pflegemaßnahmen die Schlafqualität beeinflussen.;"71 % der Patienten hatten schlechten Schlaf bei Aufnahme, verschärft sich auf 85,9 % im Verlauf. Jeder Tag mit Interventionen korrelierte mit schlechterer Schlafqualität; Blutentnahme und Angstmanagement zeigten geschlechtsspezifische Effekte. Zimmergenossen und nächtliche Maßnahmen waren Hauptfaktoren.";Spanische Akutkliniken, vergleichbare Patientenversorgung, Befunde zur Schlafhygiene auf deutsche Kliniken übertragbar.;42669835;https://pubmed.ncbi.nlm.nih.gov/42669835/
2026-08-31;Paquay M et al.;2026;30.08.2026;J Nurs Manag;2026;Verwaltungsaufwand und unterlassene Pflege: Was Arbeitsbelastung im Krankenhaus bewirkt;Querschnittsstudie mit 3.613 Krankenhausfachkräften und Pflegemanagern in Belgien (Sept.–Okt. 2024) zu Zusammenhang zwischen Verwaltungsaufwand, Health Technology Zufriedenheit, Arbeitsunzufriedenheit und dokumentierter unterlassener Pflege.;Personal gab einen medianen Anteil von 18 % je Schicht für administrative und logistische Aufgaben an (Fachkräfte 20 %, Manager 10 %, p < 0,001). 71,7 % waren insgesamt mit ihrem Job zufrieden, aber 72,1 % berichteten mindestens eine unterlassene Pflegeleistung. Höhere administrative Belastung korrelierte mit erhöhten Odds für Jobunzufriedenheit (ORa = 1,15 [95%-KI 1,10–1,20]) und mehr unterlassener Pflege (IRRa = 1,12 [1,04–1,20]). Unbefriedigtheit mit Health-Technologien zeigte ähnliche Muster (Jobunzufriedenheit ORa = 1,30 [1,07–1,58], unterlassene Pflege IRRa = 1,17 [1,10–1,24]).;Belgien mit vergleichbarem System, Datenqualität aus vollständiger Befragung;42668451;https://pubmed.ncbi.nlm.nih.gov/42668451/
